"Attr1","Attr2","Attr3","Attr5","Attr6","Attr7","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr24","Attr25","Attr26","Attr27","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr45","Attr46","Attr47","Attr48","Attr49","Attr51","Attr53","Attr54","Attr55","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
-0.35679,0.74367,0.025376,-20.818,0,-0.35679,3.171,0.25633,-0.87476,-0.10042,-852.4,1.3447,-0.35679,-0.11252,20.302,1.054,0,-0.34018,0.13008,-0.4282,0,3.9825,0.22838,-0.22532,50.596,7.2139,3.9566,0.10556,3.171,0.41745,0.033288,0.089266,0.64642,0,45.678,-2.0229,0.62979,21.879,-0.038348,-0.012093,0.40787,0.45228,0.73657,243.72,-1.3919,0.92849,0.62858,17.979,14.383,46.948,7.7745,5.5951,0
-0.3647,0.80474,-0.3817,462.71,0,-0.3647,1.4306,0.19526,-0.61528,-0.25492,-805.41,1.2426,-0.3647,-0.25492,17.56,0.75713,-0.3506,-0.54718,0.091843,-0.45318,-24.88,3.1637,0.56199,-0.24651,165.51,2.2252,1.639,-0.36992,1.4306,0.23497,-0.25857,0.0064046,-0.07651,-0.24507,52.872,-5.2987,0.23991,19.047,-0.3506,-0.24507,0.59273,0.24749,0.29782,-556.43,-1.8677,0.93179,0.20338,20.786,10.336,151.22,2.4136,1.8133,0
-0.023257,0.67119,0.11538,-80.726,0,-0.024559,1.498,0.32881,-0.036676,0.0063827,25623,1.4899,-0.024559,-0.016395,105.22,0.63034,0.0096089,0.022545,0.17528,0.016184,0.27918,3.9521,0.43704,0.0054372,164.5,2.2188,2.2136,0.012223,1.498,0.32881,0.00816,0.038203,0.51163,0.0064146,185.04,-0.053858,0.52741,106.09,-0.024511,-0.016363,0.66961,1.5293,1.5293,1033.3,-0.070731,1.0162,0,3.4689,4.5728,163.16,2.2371,6.9669,0
0.14958,0.36825,0.20325,22.91,0.22669,0.18833,1.0945,0.5943,0.52688,0.10985,586.08,2.7155,0.18833,0.090211,13.328,1.3497,0.18971,0.29095,0.5943,0.51756,0.99459,3.8187,0.12026,0.090211,68.402,5.3361,0.51516,0.18971,2.1063,0.6051,0.09087,0.35088,0.052475,0.09087,76.102,1.9623,1.3554,14.587,0.1487,0.071228,0.35745,1.3529,1.3774,1338.9,0.2517,0.91364,0.018174,27.387,5.8145,62.495,5.8405,4.7524,0
0.02486,0.73779,-0.20525,-102.65,0,0.02486,1.1451,0.26221,0.065538,0.072954,3223.6,1.3554,0.02486,0.02171,26.596,0.88266,0.058899,0.11694,0,0.11323,1.7247,3.7098,0.64431,0.049958,128.37,2.8432,1.4618,0.066589,1.1451,0.62068,0.058152,0.0055788,0.20917,0.051436,54.811,0.29795,0.23894,28.238,0.00022102,0.00019301,0.37932,0.31748,0.7515,-1052.2,0.094808,0.97838,1.3671,13.724,12.936,120.91,3.0188,1.3864,0
0.027417,0.48784,0.35397,-145.36,0.0033084,0.027417,3.2822,0.51216,0.0562,0.41816,129.74,2.0498,0.027417,0.0083533,25.431,0.91221,0,0.24134,0.4989,2.8134,0,3.6903,0.10933,0.021398,168.72,2.1633,2.1633,0.023377,3.2822,0.51216,0.0071223,0.2815,0.01209,0,78.344,0.11989,1.2568,79.09,-1.3451,-0.40981,0.48784,3.2377,3.2377,1735,0.053532,0.32518,0,14.353,6.8981,54.251,6.7279,20.749,0
0.042597,0.31591,0.68409,54.906,0,0.053372,4.4259,0.68409,0.16895,0.012059,2160.5,3.1654,0.053372,0.012059,0,0.88041,0.05304,0.39272,0.25888,0.13484,0.27629,2.0704,0.056008,0.012059,25.708,14.198,14.198,-0.059444,4.4259,0.68409,-0.013431,0.21533,0.19854,0.011984,76.859,0.42616,3.1654,0,0.05304,0.011984,0.31591,3.313,3.8582,80.442,0.062268,0.98824,0,207.64,4.749,26.053,14.01,6.1115,0
0.34538,0.34746,0.56316,22.238,0.74945,0.41906,1.0824,0.64828,1.2061,0.087862,286.92,2.878,0.41906,0.0833,18.972,1.2427,0.39975,0.94224,0.64828,1.0601,0.86012,3.7425,0.050873,0.0833,27.288,13.376,1.1505,0.39975,5.1105,0.64828,0.079462,0.30947,0.027024,0.079462,58.268,1.3209,1.8682,20.535,0.3768,0.0749,0.34746,7.253,7.253,3112.6,0.53277,0.92385,0,19.239,9.2884,25.21,14.478,56.284,0
-0.41467,0.81531,0.10374,-0.36278,0,-0.41467,7.72,0.18469,-0.5086,-0.050756,-759.47,1.2265,-0.41467,-0.053713,0.22049,0.76062,-0.31478,0.45113,-0.34374,-0.4806,-3.1513,2.4971,0.088165,-0.053689,37.027,9.8576,9.8576,-0.31699,7.72,0.18469,-0.041061,0.29661,-0.093088,-0.040774,32.019,-88.917,1.1215,0.21179,-0.33761,-0.043732,0.81531,2.2815,2.2815,32.589,-2.2452,1.0537,0,1655.4,11.479,38.547,9.4688,95.366,0
0.2563,0.36847,0.24217,27.472,0,0.2563,1.6926,0.63153,1.2148,0.1533,518.31,2.7139,0.2563,0.15142,31.6,1.4095,0,0.37182,0.62691,0.70422,0,4.6366,0.21571,0.33898,63.199,5.7754,3.3071,0.008779,1.6926,0.75658,0.0051866,0.029504,3.8641,0,96.377,1.749,1.4532,43.895,-0.0031786,-0.0018779,0.21099,1.1549,1.3836,10488,0.40585,0.72833,0.19802,11.551,5.6348,45.498,8.0224,3.0953,0
0.019232,0.66309,0.11178,-82.478,-2.1946e-05,0.019232,1.1634,0.33691,0.048804,0.069612,2988.5,1.5081,0.019232,0.01653,103.29,1.0401,0,0.062337,0.33575,0.12213,0,4.6359,0.56923,0.038153,141.73,2.5754,1.5305,0.0069522,1.1634,0.58993,0.0059757,0.0044836,0.35791,0,158.14,0.058415,0.44819,118.41,-0.061755,-0.053081,0.39406,0.68177,1.1938,4833.5,0.057083,0.88032,0.75104,3.5338,6.6539,123.63,2.9524,2.3543,0
-0.37557,0.10728,0.85131,128.93,-0.98529,-0.37557,0.79489,0.8907,-3.501,-0.36239,-108.16,9.3217,-0.37557,-0.37597,3.2175,0.31774,-0.37844,-0.94334,0.8907,-3.3745,-3.0114,3.8483,0.095418,-0.37597,31.157,11.715,-3.5277,-0.37844,1.0642,0.8907,-0.37884,3.8149,-0.009666,-0.37884,200.72,-42.651,8.8536,2.5575,-0.39201,-0.39242,0.10728,21.504,21.504,6003.6,-0.42166,1.258,0,113.44,1.8481,39.197,9.3119,24.118,0
0.016639,0.63831,0.283,-0.8545,0.056015,0.021537,1.0024,0.34816,0.034398,0.022786,5360.7,1.5666,0.021537,0.011292,53.262,0.82283,0.036501,0.073608,0.34816,0.060414,0.19183,4.1895,0.323,0.011292,120.11,3.039,0.057184,0.036501,1.9593,0.36035,0.019137,0.050082,0.35919,0.019137,167.97,0.05978,1.0075,53.392,0.014577,0.0076425,0.62612,3.831,3.9652,4377.9,0.047791,0.99757,0.035026,6.8529,3.182,119.81,3.0464,20.988,0
0.048553,0.2079,-0.10217,-897.4,0,0.059962,0.10372,0.79209,0.28841,0.70054,1044.4,4.8099,0.059962,0.57813,0,0.91549,0.060112,0.16312,0.62446,0.2946,377.46,3.3777,1.0918,0.57931,1410.2,0.25883,0.25883,0.049905,0.10372,0.79209,0.48116,0.45691,0.095184,0.57958,37.814,1.2916,0.50859,0,0.047416,0.45717,0.2079,0.88575,0.88575,-243.78,0.061297,0.47372,0,10.667,9.6524,731.66,0.49887,0.11598,0
0.27006,0.087268,0.14585,121.71,0,0.27006,2.8561,0.91273,3.0946,0.12275,90.853,11.459,0.27006,0.094556,9.1333,0.92242,0.2699,0.88627,0.75276,4.0175,108590,3.3828,0.027257,0.094557,12.294,29.916,29.916,0.26518,2.8561,0.91273,0.092849,0.14932,0.008301,0.0945,28.127,3.7788,1.8523,9.9917,0.18936,0.066302,0.087268,1.1902,1.1902,352.1,0.29588,0.91409,0,39.964,19.217,11.153,32.728,3.7242,0
0.018435,0.32352,0.29782,19.271,0.068229,0.028349,1.0082,0.60239,0.10032,0.024368,1470,3.091,0.028349,0.0085996,12.04,1.0638,0.030587,0.098778,0.60239,0.21766,0.093549,4.1431,0.056751,0.0085996,31.545,11.571,0.094547,0.030587,3.3466,0.64333,0.0092786,0.54238,0.12882,0.0092786,47.293,0.16953,1.6691,12.139,-0.021393,-0.0064895,0.28258,1.4356,1.5332,4140.6,0.030602,0.99185,0.067952,30.315,10.354,31.288,11.666,7.8564,0
0.112,0.32639,0.38734,5.2287,0.11145,0.14234,1.6174,0.67361,0.52811,0.12894,571.26,3.0638,0.14234,0.088006,54.835,0.8383,0.14596,-0.066378,0.5015,0.54599,13.795,3.7642,0.13944,0.08822,67.466,5.4102,4.4676,0.15919,1.6174,0.73047,0.098423,0.83482,0.051279,0.090246,97.46,0.46094,1.5356,60.821,0.079755,0.049311,0.26953,1.9631,2.1289,2250.5,0.16627,0.91262,0.084419,6.6564,8.5629,60.826,6.0008,4.7136,0
-0.043353,0.57342,-0.04301,-115.07,0,-0.039204,0.9621,0.42658,-0.086455,0.017662,12317,1.7439,-0.039204,-0.040748,94.774,0.83625,-0.017059,0.014662,0.17583,0.022399,-0.72872,4.3787,0.57485,-0.016417,167.74,2.176,1.7207,-0.024604,0.9621,0.52636,-0.025573,0.055047,0.48838,-0.017731,146.24,-0.17354,0.35424,92.41,-0.073256,-0.076142,0.45346,0.72356,0.89281,-1028.7,-0.10163,1.0388,0.23391,3.8513,7.0913,172.03,2.1217,1.6319,0
-0.23636,0.56603,0.2765,-33.223,0,-0.22948,2.8357,0.43366,-0.46647,-0.074453,-978.55,1.7667,-0.22948,-0.080924,69.704,1.2557,-0.22073,-0.22948,-0.16677,-0.38517,-23.256,3.5087,0.17211,-0.078291,58.582,6.2431,5.4259,-0.22925,2.8511,0.50791,-0.080844,0.19246,-0.093225,-0.077841,86.724,-0.43647,1.2933,64.359,-0.23908,-0.084311,0.49194,1.874,2.1948,892,-0.54504,1.0772,0.1712,5.2364,21.446,63.32,5.7643,12.254,1
0.08327,0.31509,0.38917,29.155,0.25494,0.099857,1.0232,0.68491,0.33089,0.077461,686.31,3.1737,0.099857,0.046159,29.251,0.97305,0.087823,0.31165,0.68491,0.47919,0.41538,6.5421,-0.020205,0.046159,52.097,7.0062,0.27872,0.087823,2.222,0.69822,0.040597,1.3548,0.066601,0.040597,47.595,0.48032,1.7151,29.929,0.020107,0.0092944,0.30178,2.2161,2.2592,1355800,0.12158,0.97734,0.019438,12.478,19.897,50.917,7.1686,6.9998,0
0.027199,0.22938,0.5765,172.65,0,0.033793,1.0768,0.77062,0.23798,0.086863,895.11,4.3596,0.033793,0.031383,34.235,0.64645,0.046814,0.15761,0.75688,0.37902,2.2458,3.6578,-0.087681,0.031456,49.794,7.3302,4.5379,0.035901,1.0768,0.77062,0.033341,2.3151,0.071756,0.043476,132.11,0.26931,4.3486,35.415,-0.012926,-0.012004,0.142,2.7375,2.7375,2621.6,0.035295,0.97388,0,10.662,3.7291,48.134,7.583,3.8252,0
0.103,0.63881,0.21906,-41.278,0,0.12587,2.7546,0.36119,0.23535,0.085874,985.7,1.5654,0.12587,0.045696,66.506,1.4381,0.14515,0.11988,0.10963,0.33448,7.1434,3.556,0.19647,0.052337,72.732,5.0184,4.2016,0.070568,2.7546,0.46517,0.025618,0.20537,0.083234,0.052695,85.342,0.20521,0.47115,68.255,0.034479,0.012517,0.53483,1.4676,1.8901,788.07,0.28515,0.95558,0.28786,5.4882,19.378,70.869,5.1503,11.193,0
-0.12836,1.0813,-0.21889,-80.93,-0.21136,-0.12836,0.94632,-0.094877,-0.11956,-0.054601,-4041.2,0.92485,-0.12836,-0.071766,35.999,1.1083,-0.096966,-0.21136,-0.094877,-0.09032,-0.51303,4.0786,0.50585,-0.071766,207.33,1.7605,-0.089679,-0.096966,1.8131,-0.087209,-0.054213,0.18555,-0.53646,-0.054213,133.77,-0.72766,0.6318,34.066,-0.12767,-0.071378,1.0736,-0.65296,-0.60019,-2623,1.3529,1.0567,-0.080822,10.139,3.7333,219.09,1.666,12.309,0
0.12368,0.7601,-0.034278,-390.28,-0.66497,0.12368,1.0923,0.2399,0.16523,0.13475,1885,1.3156,0.12368,0.11323,30.242,0.97613,0.075415,0.038859,0.10164,0.19364,8.7602,4.1308,0.45552,0.12111,271.93,1.3696,1.3488,0.087517,1.0923,0.2399,0.080122,0.35871,0.25615,0.069043,148.96,1.3666,0.83331,32.221,0.051916,0.047529,0.74856,0.83965,0.83965,-463.19,0.51555,0.94646,0,12.069,3.0746,250.14,1.4592,3.823,0
0.01694,0.73078,-0.075452,21224,0,0.027762,1.4431,0.26922,0.056799,0.066312,2787.3,1.3684,0.027762,0.019238,27.846,1.2964,0.018272,0.14336,0.18305,0.11614,0.76103,4.0289,0.49142,0.026093,128.54,2.9154,1.95,0.055127,1.4431,0.49171,0.0382,0.045807,0.28257,0.012661,98.879,0.15387,0.62039,28.2,-0.049661,-0.034413,0.48878,0.45889,0.83813,-806.43,0.062924,1.0041,0.82641,13.108,5.1384,123.63,2.9525,2.4598,0
0.0022956,0.72407,0.46582,-25.616,0,0.01334,0.69718,0.27593,0.093821,0.097291,3896.4,1.3811,0.01334,0.019134,26.363,0.59594,0.013604,-0.15944,0.18155,0.078424,0.4162,4.4974,0.9728,0.065924,76.414,4.7766,0.93796,0.018022,0.69718,0.75703,0.02585,3.5571,0.35445,0.019513,53.524,0.045588,3.922,27.063,-0.040885,-0.058644,0.14218,0.7039,1.9312,14644,0.0083195,0.98219,1.7436,13.845,13.439,74.439,4.9033,1.7785,0
0.066803,0.60163,0.12529,-61.612,0,0.0826,1.7731,0.39837,0.16588,0.079862,1550.8,1.6621,0.0826,0.046584,82.523,0.9283,0.11475,0.2343,0.3057,0.20911,2.5576,3.5734,0.33489,0.061282,105.58,3.4744,2.8756,0.051674,1.8575,0.4978,0.029143,0.036585,0.11542,0.064714,124.54,0.16664,0.44653,84.579,0.055741,0.031436,0.49794,1.0573,1.3213,469.17,0.16769,0.95553,0.2496,4.423,8.6864,102.5,3.5609,4.7062,0
-0.017755,0.26585,0.72951,407.68,-0.0014046,-0.017755,0.3559,0.73415,-0.066787,-0.043886,-6212.7,3.7615,-0.017755,-0.049889,0,1.0448,-0.015733,-0.017755,0.729,-0.058751,-3.0819,4.4642,-0.82515,-0.04944,261.23,1.3979,1.3979,-0.015553,0.35898,0.73415,-0.0437,3.2748,-0.65175,-0.044207,127.96,2.4956,3.2748,0,-0.01787,-0.05021,0.26585,158.25,158.25,21242,-0.024185,1.0353,0,5.9137,2.8525,272.65,1.3387,76.718,1
-1.034,0.83064,0.14723,13.05,0,-1.034,2.9883,0.16937,-1.2449,-0.33676,-301.27,1.2039,-1.034,-0.34602,0,0.2854,-0.91918,-0.35696,-0.70587,-1.2115,-7.9982,2.535,0.21304,-0.34091,77.92,4.6843,4.6843,-0.90266,2.9883,0.16937,-0.30207,0.24223,-0.031057,-0.30759,94.864,0.27835,1.1773,0,-0.94685,-0.31685,0.83064,7.6537,7.6537,50.467,-6.1052,1.3455,0,23.007,3.8476,101.46,3.5976,135.04,0
-0.12566,1.0802,-0.067172,-129.66,-0.2463,-0.12566,0.27702,-0.08021,-0.55897,-0.28161,-5054.1,0.92575,-0.12566,-0.45362,86.497,0.73224,-0.12346,-0.26605,-0.37196,-0.072219,-52.421,4.0574,3.8419,-0.44512,196.28,1.8596,0.38702,-0.14104,0.27702,0.75315,-0.50914,0.073431,-0.475,-0.44565,185.95,-1.9142,0.4092,57.315,-0.17111,-0.61766,0.22481,-0.095221,0.89409,-766.68,1.5667,1.3954,-10.39,4.2198,3.67,296.21,1.2322,0.32887,0
0.010004,0.15716,0.23497,30.066,0.74225,0.029854,2.7033,0.84284,0.19543,0.020743,1023,6.363,0.029854,0.011043,2.1884,1.0728,0.043856,0.18838,0.75225,0.23049,3.1284,2.8211,0.0010226,0.016229,21.077,17.318,16.833,0.057831,2.7033,0.84284,0.021393,1.0107,0.074756,0.016223,31.504,0.61723,2.432,2.2362,0.017636,0.006524,0.15276,1.3766,1.3766,155.62,0.01187,0.98917,0,166.79,12.451,20.626,17.696,4.4152,0
0.079182,0.59773,0.10379,11.384,0.03227,0.09051,1.0906,0.37343,0.21438,0.12781,1471.2,1.673,0.09051,0.078008,22.545,1.3289,0.090099,0.032729,0.37343,0.22914,0.84686,4.7712,0.4729,0.078008,144.84,2.5199,0.15073,0.090099,1.174,0.54897,0.077653,0.11689,0.13288,0.077653,149.94,1.1049,1.0761,24.586,0.032314,0.027851,0.4222,0.78782,1.1581,6128.9,0.21204,0.91695,0.47005,16.19,2.865,132.82,2.7482,2.4478,0
0.097908,0.32213,0.089424,-79.113,0.25293,0.097908,1.0472,0.67787,0.33295,0.12536,850.24,3.1044,0.097908,0.088753,102.84,0.89736,0.11001,0.25293,0.67787,0.42929,1.0443,4.6763,0.2836,0.088753,101.89,3.5822,0.34152,0.11001,1.1794,0.70593,0.099725,0.0357,0.07042,0.099725,123.41,0.31499,0.2471,107.7,0.069634,0.063123,0.29407,1.0995,1.145,4243.9,0.14443,0.95491,0.041394,3.5491,17.745,97.298,3.7514,1.7893,0
0.23367,0.35041,0.44849,154.35,0.86842,0.27328,1.2883,0.63725,0.77987,0.26087,415.28,2.8538,0.27328,0.23147,21.537,1.0267,0.26624,0.97372,0.63725,0.76587,2.9053,5.4563,-0.091464,0.23147,139.57,2.6151,0.75978,0.26624,1.211,0.63725,0.22551,1.3105,0.038281,0.22551,105.02,3.3543,2.0811,27.747,0.23153,0.19611,0.35041,3.1688,3.1688,128240,0.36668,0.77619,0,16.948,4.3721,108.33,3.3692,5.8707,0
0.31884,0.26721,0.16585,0.77423,0,0.31884,1.4427,0.73279,1.1932,0.23434,288.48,3.7424,0.31884,0.221,39.873,1.057,0.31814,0.62079,0.61675,1.2653,44.781,3.6344,0.048924,0.22195,86.718,4.209,4.209,0.31803,1.4427,0.73279,0.22044,0.75781,0.026399,0.22051,58.332,2.023,1.0309,51.148,0.29889,0.20717,0.26721,1.2925,1.2925,714.63,0.43511,0.78064,0,9.1541,19.774,67.602,5.3992,2.5448,0
0.10117,0.66676,-0.049399,-20.67,0.15261,0.10515,1.0098,0.19314,0.30799,0.0753,1370.7,1.4998,0.10515,0.044594,9.8677,1.1034,0.13598,0.15686,0.19314,0.26032,0.58236,4.1814,0.27843,0.044594,53.368,6.8393,0.20393,0.13598,2.4749,0.51851,0.05767,0.07919,0.1052,0.05767,41.017,1.5872,0.66859,9.9645,0.063576,0.026964,0.3414,0.2728,0.73236,-750.12,0.52383,0.99029,1.6846,36.989,11.718,52.85,6.9064,3.3303,0
-0.17222,0.32399,-0.045498,-21.194,-1.291,-0.17222,1.9764,0.67601,-0.53157,-0.086287,-693.44,3.0865,-0.17222,-0.087142,5.1667,0.97818,0,-0.50324,-1.2109,-0.52636,58.156,2.7811,0.16236,-0.17428,86.122,4.2382,4.2382,0.0033468,1.9764,0.67601,0.0016934,0.032037,6.3968,0,49.516,-6.1561,0.77322,7.4366,-0.0016883,-0.00085425,0.32399,0.93694,0.93694,-27.488,-0.25477,0.69492,0,70.644,8.2302,59.835,6.1001,2.7392,0
-0.098679,0.79213,-0.18598,-273.1,-0.19355,-0.098679,0.75254,0.20609,-0.29909,-0.27871,-3754.2,1.2624,-0.098679,-0.35711,100.36,2.587,-0.12812,-0.19354,0.20609,-0.097225,-3.4893,5.6513,2.791,-0.35711,327.97,1.1129,-0.16175,-0.12812,0.31041,0.66829,-0.46367,0.063878,-0.24462,-0.46367,162.31,-1.2988,0.20602,75.525,-0.14979,-0.54207,0.32993,0.24074,0.78066,-83320,-0.47882,1.3288,2.2427,3.6369,5.892,435.81,0.83751,0.32279,0
0.020937,0.44296,0.23102,-70.072,0.071873,0.026165,1.0201,0.55249,0.059068,0.052876,2597.3,2.2576,0.026165,0.022225,138.26,0.8317,0.036692,0.09063,0.55249,0.12873,0.31793,4.9699,0.37514,0.022225,140.09,2.6054,0.082834,0.036692,1.2102,0.55249,0.031167,0.0090918,0.20011,0.031167,207.72,0.046951,0.51483,141.04,0.00060848,0.00051687,0.44296,1.6946,1.6946,21558,0.037896,0.98031,0,2.64,5.2551,137.34,2.6577,3.6109,0
0.30655,0.40273,-0.093701,-40.726,0.79833,0.33595,1.1935,0.48082,0.95537,0.22055,357.19,2.4831,0.33595,0.18005,11.699,0.96699,0.32467,0.96256,0.48082,0.94886,2.0767,6.4166,0.2152,0.18005,82.096,4.446,0.80617,0.32467,1.921,0.5319,0.174,0.04549,0.03308,0.174,47.328,5.1255,0.56345,13.963,0.24909,0.13349,0.35164,0.64795,0.71679,-244560,0.63757,0.83788,0.10625,31.198,10.245,68.786,5.3063,2.5145,0
0.24013,0.40169,0.53702,-23.248,0,0.29708,3.4363,0.59831,0.7519,0.0944,451.98,2.4895,0.29708,0.086454,77.781,0.84255,0.27785,0.35989,0.54275,0.66578,13.043,2.9542,0.11222,0.089009,45.66,7.9939,7.8629,0.27785,3.4363,0.59831,0.080858,0.058256,0.043878,0.080858,96.565,0.32793,0.50582,84.623,0.25055,0.072913,0.39511,8.8146,8.8146,483.26,0.40135,0.91455,0,4.6927,19.432,41.968,8.6971,50.625,0
0.093517,0.67294,0.0582,-4.6838,0,0.12016,1.4219,0.32706,0.52487,0.10131,1705.1,1.486,0.12016,0.084504,17.907,1.1744,0.14384,0.26142,0.28441,0.17448,6.0152,3.0903,0.42846,0.10132,64.861,5.6274,1.9144,0.13365,1.4219,0.59889,0.093991,0.29968,0.13373,0.10116,56.094,1.3405,0.9495,19.765,0.11994,0.084355,0.22893,0.45879,0.8401,71.644,0.28593,0.91667,0.83112,20.383,9.5583,58.765,6.2112,1.9946,0
0.19939,0.31884,0.35809,86.632,0.002959,0.19939,1.0574,0.68116,1.3353,0.20801,529.1,3.1363,0.19939,0.18857,52.012,1.1137,0.20258,0.43433,0.6532,0.68985,36.941,3.9515,0.16356,0.19375,63.674,5.7323,2.6845,0.20147,1.0574,0.84107,0.19053,1.0199,0.047627,0.19159,122.58,1.3233,2.3891,64.254,0.18202,0.17214,0.14932,1.3828,1.7074,3202.4,0.29272,0.81208,0.23476,7.0176,5.172,51.542,7.0815,2.1466,0
-0.011645,0.55225,0.14118,-34.435,0,-0.011645,0.74449,0.44775,-0.041557,0.0085585,31636,1.8108,-0.011645,-0.015642,102.63,0.94977,-0.0064023,-0.0018825,0.43829,0.011538,-1.2207,3.7233,0.54546,-0.0089951,135.23,2.6991,1.3695,-0.011852,0.74449,0.44775,-0.01592,0.53039,1.5849,-0.0085996,133.73,-0.055629,0.75677,101.02,-0.024419,-0.0328,0.28022,0.77384,0.77384,746.59,-0.026009,1.0155,0,3.5564,11.736,137.38,2.6568,1.2867,0
-0.14057,0.51202,0.17477,-6.5364,0,-0.14057,3.7395,0.48798,-0.27454,-0.037591,-1329.5,1.953,-0.14057,-0.037591,22.577,0.77982,0,-0.068705,0.43219,-0.27454,0,2.9524,0.13498,-0.075181,57.605,6.3362,6.3362,0,3.7395,0.48798,0,0.018801,1.3636,0,66.096,-0.60774,0.88959,26.022,0,0,0.51202,1.558,1.558,156.64,-0.28806,0.87385,0,16.167,8.387,49.977,7.3033,11.939,0
-0.00061966,0.58363,0.10856,-47.025,-0.050266,0.0015274,1.7044,0.41637,0.002617,0.022432,5571.5,1.7134,0.0015274,0.00089611,68.972,1.3135,0.051889,-0.043708,0.21289,0.061833,1.0303,2.776,0.33712,0.0042162,127.08,2.8722,2.8722,0.028124,1.7044,0.41637,0.0165,0.016577,0.21959,0.030443,146.16,-0.0019239,0.63415,70.129,0.015182,0.0089071,0.58363,1.3527,1.3527,64.821,-0.0014882,0.99913,0,5.292,4.7289,124.98,2.9204,5.5373,0
0.55842,0.59103,0.20854,-74.19,0,0.55842,1.0132,0.40897,3.7572,0.91403,232.93,1.692,0.55842,0.55113,0.30476,0.92018,0.004173,0.92641,0.40094,1.567,0.11791,5.7628,0.48733,1.1381,1.0373,0,0,0.00030905,1.0132,0.82307,0.00030501,1.5418,0.052977,0.0041185,46.11,660.07,2.3974,68.375,-0.36353,-0.35878,0.14863,0.6362,1.2804,120780,1.3654,0.043138,1.0125,1197.7,7.9685,53.541,6.8172,1.5762,0
0.12729,0.75339,0.23707,-68.387,0,0.12729,1.6366,0.24661,0.18404,0.10167,1652.6,1.3273,0.12729,0.077776,1.6245,1.4988,0.14385,0.22453,0.12729,0.22086,8.5291,3.6573,0.44462,0.082204,168.51,2.1661,1.9884,0.13851,1.6366,0.26827,0.084635,0.7702,0.13726,0.0879,88.32,17.475,1.3322,1.7747,0.10475,0.064003,0.6916,3.4574,3.7611,1076.9,0.51614,0.92276,0.087828,224.69,4.2102,154.25,2.3663,22.944,0
-0.053095,0.51302,-0.032149,-83.592,-0.09066,-0.067174,0.92875,0.48698,-0.155,-0.040498,-6606.4,1.9492,-0.067174,-0.095978,69.392,0.96236,-0.058838,-0.098175,0.48698,-0.027806,-0.78078,5.0239,0.7321,-0.095978,209.91,1.7389,-0.11469,-0.058838,0.74463,0.56663,-0.084068,0.0032069,-0.84298,-0.084068,208.52,-0.39903,0.61878,64.448,-0.097668,-0.13955,0.43337,0.81329,0.94631,-3396.6,-0.10903,1.0767,0.16356,5.2599,2.6235,226.01,1.615,1.1689,0
0.054329,0.63933,0.00099633,-84.786,0,0.066109,1.5629,0.36067,0.1311,0.086523,1725.7,1.5641,0.066109,0.0423,74.994,0.88456,0.10137,0.17086,0.33709,0.19308,2.8745,4.084,0.40184,0.063713,127.28,2.8677,2.2619,0.11677,1.5629,0.49303,0.074719,0.030761,0.125,0.064862,114.38,0.16919,0.36519,81.049,0.032256,0.020639,0.50426,0.729,0.99653,12.089,0.15064,0.95808,0.36699,4.8671,9.2675,117.77,3.0993,3.1589,0
0.11088,0.63825,0.21801,34.868,0.27401,0.11088,0.8876,0.36175,0.45796,0.15843,1656.6,1.5668,0.11088,0.12493,58.898,1.5747,0.12633,0.24274,0.35773,0.22033,8.2715,4.3507,0.71468,0.14208,117.15,3.1156,1.182,0.13323,0.8876,0.41756,0.1501,0.035072,0.13632,0.14232,185.73,0.77418,1.3089,69.3,0.096586,0.10882,0.24213,0.67009,0.77346,4889,0.30652,0.87334,0.15427,6.1971,2.8779,99.567,3.6659,1.6441,0
-0.018203,0.46363,0.020625,-29.969,-0.19246,-0.01186,0.99724,0.50645,-0.025582,0.012387,6732,2.1569,-0.01186,-0.0058446,32.771,1.3989,-0.0066216,-0.18608,0.50645,0.040538,-0.03254,4.2097,0.21326,-0.0058446,83.161,4.3891,-0.014282,-0.0066216,2.0672,0.50645,-0.003263,0.076833,0.50179,-0.003263,80.694,-0.09991,0.65151,32.68,-0.04362,-0.021495,0.46363,0.98198,0.98198,334.29,-0.035943,1.0028,0,11.138,7.6164,83.391,4.377,3.9347,0
0.00087424,0.67246,-0.16361,-202.3,0.016469,0.00028984,0.4163,0.32754,0.0010035,0.032989,17872,1.4871,0.00028984,0.00069622,30.165,1.125,0.016174,0.036753,0.31648,0.021292,0.35773,6.1703,1.6153,0.00069622,286.82,1.277,0.54848,0.048768,0.4163,0.71118,0.11715,0.0033405,0.75684,0.03885,108.93,0.025411,0.31438,34.047,0.0027302,0.0065581,0.28882,0.37442,0.81297,0.4335,0,0.9265,1.1713,12.1,4.6342,253.22,1.4414,0.47588,0
