"X1","Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","class","Attr70"
3971,0.058411,0.63357,0.16409,1.3205,24.289,0,0.089742,0.57836,2.2169,0.36643,0.175287615,0.05746,1815.5,1.5784,0.089742,4297.67300219723,0,1.3629,0.091663,0.026348054,0.24542,0.2712,0.1516,28.888,0.50657,3.6578,0.28323,0.041384,88.072,4.1443,3.349,0.095063,2.2169,0.36643,0.04288105,0.056962,0.16333,0.041348,106.51,106.51,NA,1.3205,0,0.054025,0.024369615,1.0671,0.51197,0.24129,1.1312,1.1312,746.29,0.042882,0.1594,0.95955,0.331850558,NA,3.4269,84.295,4.330136531,6.8436,0.0921959224,-9527.38389549703,0.159405616352373,13.5102687549515,NA,0,0
3972,0.2979,0.54005,0.41203,1.763,-27.869,0.25972,0.2979,0.85168,2.7313,0.45995,0.551615591,0.11132,648.27,1.8517,0.2979,9608.92819660747,74.913,1.078,0.29607,0.109068942,0.7276,0.38538,0.56303,29.585,8.5993,3.2626,0.19596,0.11273,82.158,4.4426,4.4426,0.33209,2.7313,0.45995,0.12158679,0.076867,0.059562,0.1084,121.68,46.77,0.53141,0.72492,85.282,0.28991,0.106143595,1.763,0.54005,0.22509,9.5993,9.5993,754.23,0.12158,0.64769,0.89203,0,4.8723,7.8042,72.169,5.057494676,57.004,0.55162143,-26244.561535078,0.647679095553864,6.62888624614713,0.00483014486063754,0,0
3973,0.15274,0.59138,0.39526,1.7192,29.159,0,0.19044,0.69097,2.4817,0.40862,0.346544383,0.082275,1057.1,1.691,0.19044,12908.3193113398,30.406,1.255,0.18211,0.061546521,0.43531,0.35922,0.28154,73.006,7.1601,4.0052,0.20515,0.077441,87.821,4.1562,3.8622,0.19775,2.4817,0.44077,0.079683282,0.15808,0.10065,0.07338,126.18,95.773,0.73884,1.343,33.038,0.16836,0.067840593,1.5976,0.54954,0.24061,7.4022,7.9845,4000,0.079681,0.3738,0.92369,0.102393422,12.004,3.8111,80.823,4.515958802,44.957,0.25828334,-32034.3718530846,0.373794723704175,6.27865202651419,0.00471033154357731,0,0
3974,0.026384,0.42448,0.049185,1.1311,-13.699,-0.0019504,0.031798,1.2484,1.019,0.52994,0.084760762,0.048432,1721.7,2.3558,0.031798,4560.98323393327,22.703,1.2629,0.029626,0.025892051,-0.0024238,0.52994,0.19924,0.16247,0.08544,4.7548,0.2214,0.017114,75.094,4.8606,0.069794,0.029626,1.8933,0.57927,0.029073602,0.037068,0.15892,0.015945,80.626,57.923,0.2283,0.82304,23.134,-0.028563,-0.028030422,0.99965,0.37515,0.20574,0.92057,1.0063,2796.7,0.018619,0.049787,0.98138,0.179095747,16.077,6.3014,73.696,2.716246835,3.2276,0.0621554272,-4647.59256317,0.049786768313394,20.7176984853106,5.0350564416192e-05,0,0
3975,0.036291,0.60908,-0.38578,0.26999,-387.38,0,0.044321,0.64181,0.50138,0.39092,0.083866634,0.23631,1876.4,1.6418,0.044321,21333.8162764683,5.2435,1.0871,0.063866,0.072382225,0.16974,0.25292,0.18134,2.8477,-0.44999,5.9655,1.2145,0.13313,438.54,0.83231,0.72215,0.061534,0.50138,0.39092,0.122729267,0.001244,0.14709,0.12738,103.39,98.149,5.0384,0.25637,5.9771,-0.010296,-0.020535323,0.23426,0.52847,1.2015,0.45598,0.45598,-356320,0.12273,0.092835,0.91408,0.206205873,69.61,3.7188,384.72,0.948738812,0.58483,0.0595825638,-10696.2303235879,0.0928348511204339,-1.29965265177044,0.000739684424689162,0,0
3976,0.060532,0.19107,0.23626,4.8952,93.19,0.20183,0.076978,4.2338,1.0943,0.80893,1.269133116,0.22761,350.8,5.2338,0.076978,8219.04887534036,16.317,1.0802,0.083076,0.055315727,0.25239,0.80893,0.95441,1.0409,0.33604,4.4596,0.10229,0.088134,27.737,13.159,0.4348,0.083076,0.89259,0.93935,0.075917025,2.0422,0.030657,0.095116,72.316,56,1.5503,4.2515,17.855,-0.038748,-0.035408937,1.554,0.060654,0.075993,1.1505,1.336,6807.1,0.086169,0.074829,0.91383,0.161220378,22.37,6.5179,25.347,18.04167903,1.2423,0.3168123816,-8993.85611066195,0.0748297133250096,4.63176161855583,0.00139594343135566,0,0
3977,-0.18087,0.4875,-0.27146,0.44316,683.08,0,-0.18087,1.0513,2.1252,0.5125,-0.371015385,-0.08511,-983.77,2.0513,-0.18087,-3897.41443621042,9.7754,1.0328,-0.18221,-0.085107284,-0.28496,0.49244,-0.37102,-85.109,-0.34627,2.8592,0.20926,-0.084102,84.873,4.3018,4.3018,-0.20818,2.1252,0.5125,-0.097957839,0.11579,-0.089184,-0.085738,27.411,17.635,-3.1779,0.32641,9.906,-0.18221,-0.085737813,0.44316,0.4875,0.23246,0.65373,0.65373,-196.28,0.013477,-0.35292,0.98782,1.99e-16,37.339,20.697,83.729,4.359384615,2.7108,-0.371018631,8282.60428406238,-0.352917073170732,-7.82877772047447,0.00121379338946522,0,0
3978,0.10964,0.41739,0.43417,2.1939,14.95,0,0.13492,1.3958,1.6903,0.58261,0.371016087,0.10004,900.97,2.3958,0.13492,10926.7819717913,79.158,1.7245,0.155,0.064864225,0.21523,0.46051,0.34454,7.136,2.1475,4.1832,0.12207,0.090477,83.78,4.528,3.945,0.10597,1.6903,0.6327,0.062693013,0.58932,0.073545,0.091703,126.01,46.849,0.29909,1.1859,81.257,0.12083,0.071484352,1.9114,0.36365,0.22085,2.8816,3.1294,2.1939,0.062697,0.18818,0.92518,0.092240092,4.6111,7.7911,78.527,4.648150694,8.3602,0.262675512,-18469.3704693068,0.188187638385884,3.89317548425732,0.00578308914538575,0,0
3979,0.004187,0.92998,0.38047,3.912,123.35,0,0.026539,0.075295,0.97417,0.070023,0.203130501,0.11484,3034.3,1.0753,0.026539,664.414004035567,36.415,1.6365,0.098947,0.004298018,0.080504,0.021075,0.096258,1.1923,0.77824,3.0092,0.80755,0.073333,52.327,6.9754,0.97997,0.062823,0.97417,0.75021,0.064488744,1.0985,0.16822,0.10157,137.73,101.31,0.043081,3.1682,38.925,0.013616,0.013977027,0.5496,0.13065,0.14336,0.14323,1.5346,388.64,0.064488,0.059795,0.97401,11.41520643,10.023,3.6027,48.953,7.456333716,1.9927,0.0045022811,-647.140316628528,0.05979463890436,2.5604384051305,0.0107178790949301,0,0
3980,-0.013004,0.033496,0.83324,58.139,617.79,0.057559,-0.0069576,28.855,0.09661,0.9665,-0.477103477,-0.018051,-7010.6,29.855,-0.0069576,-343.753452755151,0,0.87642,0.011475,-0.134603043,0.13938,0.95627,-0.23256,0.61975,5.4754,3.689,0.28724,-0.071823,48.518,7.523,3.2752,-0.013095,0.09661,0.9665,-0.135544975,45.236,0.066905,0.11877,710.86,710.86,NA,58.139,0,0.0062608,0.064804886,25.311,0.014583,0.13293,6.3511,6.3511,4071.3,-0.13555,-0.013454,1.0574,0.019572685,NA,0.51346,55.094,6.624837139,0.63484,-0.38823442,33.2082771635651,-0.0134547335747543,0.115944985838414,NA,0,0
3981,0.45603,0.019315,0.20045,11.378,166.74,0,0.45603,50.774,0.88927,0.98069,23.61014755,0.51281,15.459,51.774,0.45603,12841.6452380441,0,1.2235,0,0.512813881,1.1064,0.54065,23.61,0,0.25691,3.1268,-0.0068128,1.0256,16.435,22.209,22.209,0.0006803,0.88927,0.98069,0.00076501,1.4055,NA,0,79.061,79.061,NA,11.378,0,0,0,11.378,0.019315,0.045026,1.2569,1.2569,268.43,0.51762,0.46501,0.48651,-5.1e-06,NA,4.6167,7.9277,46.04038312,1.1398,23.61049722,-11419.2338342868,0.465009330165496,4.43636817161387,NA,0,0
3982,3.1233,0.24122,0.059985,1.2651,-5.5661,0,3.1233,3.1456,10.471,0.75878,13.80098096,0.31862,26.39,4.1456,3.1233,67072.9103022434,3.6604,1.0231,3.1233,0.298280966,6.1856,0.7585,13.831,132000,0.084048,2.8558,0.013693,0.29828,10.984,33.238,31.184,2.9506,10.471,0.75878,0.281787795,0.4323,0.00241,0.29828,6.5694,2.9091,29.743,0.80106,5.0952,2.9103,0.27793907,1.1869,0.22631,0.030086,1.0632,1.0632,43.041,0.28178,4.1162,0.71839,0.019649964,99.717,125.47,7.8888,46.26839291,14.672,12.94795248,-702317.107504771,4.11621286802499,174.560306743352,0.00346508605108555,0,0
3983,0.0033789,0.48967,0.51033,2.0422,-12.826,0,0.0033789,1.0422,1.3389,0.51033,0.006900361,0.0025237,52896,2.0422,0.0033789,85.7417883480166,151.39,1.0014,0.0033381,0.002523639,0.070364,0.32051,0.0069004,NA,NA,3.0227,0.35276,0.0025237,134.84,2.7069,2.7069,0.013421,1.3389,0.51033,0.0100239,0.040028,4.8897,0.0024932,267.27,115.88,0.0060846,0.90814,152.92,0.0033381,0.002493166,2.0422,0.48967,0.36943,NA,NA,537.69,0.010024,0.0066209,0.99751,-1.69e-16,2.411,3.1497,133.49,2.734290441,NA,0.00690038958,-114.796301437229,0.0066210099347481,2.62359649638469,0.00559514240694992,0,0
3984,0.063395,0.032592,0.94763,30.075,-0.1591,0.013093,0.055859,29.303,1.0285,0.95507,1.713886843,0.019791,104.37,30.682,0.055859,523.17748422286,0,7.7737,0.015637,0.061638308,0.016579,0.95507,3.7283,0.027924,47.905,2.026,0.0044488,0.0096991,2.1244,171.82,0.47977,0.015637,5.8117,0.95507,0.015203695,29.364,0.014528,0.0027151,1.4686,1.4686,NA,30.075,0,-0.042483,-0.041305785,30.075,0.032592,0.0058202,48.281,48.281,100.6,0.027674,0.066377,0.97233,0.012918425,NA,248.54,2.0656,31.55682376,291.14,1.94508539,-538.067687479711,0.0663773335985844,1.08533921467239,NA,0,0
3985,0.00091679,0.33013,0.59142,2.8261,-30.737,0,0.00091679,2.0291,1.4833,0.66987,0.002830647,0.0078509,10347,3.0291,0.00091679,48.3281045139359,163.52,0.84351,0,0.000618075,0.051419,0.63461,0.035275,NA,6.9825,3.7538,0.20882,0.0023373,109.23,3.3415,3.2782,0.033572,1.4833,0.66987,0.022633318,0.11967,1.0257,0,215.69,52.169,0.0013796,0.77425,224.12,-0.010728,-0.007232522,2.7725,0.32388,0.29927,7.9087,7.9087,3355.1,0.27039,0.0013686,0.73336,0.009330169,2.2321,6.9965,79.698,4.579782636,17.512,0.002777048589,-71.6734321855511,0.00136860883454999,2.50803151736499,0.00774275703192486,0,0
3986,-0.012207,0.96235,-0.75617,0.10889,-12870,0,-0.012207,0.039119,0.71439,0.037646,-0.014385547,-0.017087,-28775,1.0391,-0.012207,-1889.74969675357,28.565,0.85625,-0.077166,-0.017087305,-0.41793,0.028793,-0.012684,-2.7629,-0.83315,4.8311,1.3304,-0.010425,495.27,0.77824,0.68622,-0.071175,0.71439,0.041593,-0.099630454,0.018082,-0.41571,-0.10802,39.368,10.803,-0.21834,0.043,30.901,-0.077166,-0.10801663,0.096011,0.84856,1.285,0.041479,0.045827,-51250,0.12462,-0.32425,0.96349,3.02273814,12.778,33.786,433.55,0.841885076,0.78712,-0.0126842937,1350.00607908185,-0.324257557243797,-0.944747874155282,0.000282509385023348,0,0
3987,0.10301,0.63378,-0.0028067,0.9955,-70.151,0,0.10301,0.57782,1.2261,0.36622,0.165093357,0.084017,2245.6,1.5778,0.10301,4986.63282751472,48.124,0.79041,0,0.084014354,0.23284,0.35442,0.16254,0,-0.0074085,3.6686,0.38697,0.18548,241.7,1.5102,1.4867,0.0004759,1.2261,0.37514,0.000388141,0.28602,NA,0,131.78,83.657,0.63723,0.73641,62.621,0,0,0.98006,0.62395,0.66218,0.96664,0.99018,-13.087,0.2315,0.28129,0.78511,0.026841789,7.5845,4.3631,185.74,1.965061303,3.2364,0.162529178,-6114.0074965721,0.281279012615368,-436.847543378345,0.00272731926530731,0,0
3988,-1.9388,2.2102,-1.2102,0.45244,-81.823,0,-1.9388,-0.54756,4.9474,-1.2102,-0.877205683,-0.35393,-460.72,0.45244,-1.9388,-16273.8468417153,25.417,0.4997,-1.83,-0.391882605,-5.9203,-1.8163,-0.79224,-3.2932,NA,1.9164,0.44391,-0.39116,111.16,3.2835,3.2835,-2.3099,4.9474,-1.2102,-0.466891701,0.029908,-0.044861,-0.3699,68.9,43.482,-5.6275,0.29657,17.327,-2.0178,-0.407850588,0.45244,2.2102,0.30455,NA,NA,-99.833,-0.4669,1.602,1.33,2.16e-16,14.36,8.3942,163.06,2.23843996,NA,-0.877190672,80511.4788314202,1.60204924805817,-4.08808461411337,0.00123952997546884,0,0
3989,0.31646,0.19417,0.80186,5.1296,150.32,0.46817,0.31646,4.15,1.6546,0.80583,1.62980893,0.19312,221.8,5.15,0.31646,15399.4482110174,51.819,1.1703,0.30869,0.191260728,0.42371,0.78463,1.6456,348.4,202.25,3.6738,-0.14576,0.19128,52.515,6.9504,6.9504,0.30504,1.6546,0.80583,0.184358757,2.2664,0.020761,0.18656,122.64,70.822,1.3472,3.9198,63.531,0.30561,0.184703252,5.1296,0.19417,0.14388,203.25,203.25,3783.9,0.18436,0.39272,0.81019,-5.59e-17,7.0438,5.1537,42.834,8.521398774,417.34,1.629769,-25479.6074735973,0.392713103259993,2.06345247300027,0.01405362428481,0,0
3990,-0.27196,1.0539,-0.25976,0.57317,-194.98,0,-0.27196,-0.051107,1.0093,-0.05386,-0.446868992,-0.19619,-1942.4,0.94889,-0.27196,-39032.312303234,56.418,0.78868,0,-0.269454077,-0.69073,-0.16886,-0.18791,0,-0.39892,4.7554,1.0081,-0.59996,253.21,1.4415,0.83246,0.053987,1.0093,0.36607,0.053489547,0.091477,0.47517,0,106.01,49.594,-1.7432,0.31682,64.91,-0.073929,-0.073247796,0.331,0.60859,0.69372,-0.082712,0.56217,-14792,0.13083,5.0494,0.87557,-8.267174155,6.4696,7.3598,220.08,1.658423569,1.5501,-0.2580601244,39395.114793087,5.04938730040847,-3.8855097012627,0.00157040496538793,0,0
3991,-0.16713,0.82603,0.016246,1.0528,-42.923,-0.18478,-0.17525,0.18994,0.87006,0.1569,-0.569585283,-0.20823,-2303.2,1.2106,-0.17525,-28701.4703439012,46.903,0.9866,-0.14127,-0.192090201,-0.17549,0.1569,-0.14865,-1.9551,0.02403,4.8874,1.3109,-0.27877,155.43,2.3483,-0.17102,-0.14127,0.63621,0.67524,-0.162368113,0.059346,-0.28019,-0.22471,177.47,130.57,-2.0689,0.79025,40.808,-0.18561,-0.213330115,0.39215,0.30768,0.42584,0.23207,0.99877,1253.7,-0.14935,-1.0652,1.1493,3.412492033,7.782,2.7954,178.64,2.827808112,0.92986,-0.202327578,24971.8201148209,-1.06520076481836,53.5553366982642,-0.000563946240992177,0,0
3992,0.0095905,0.52721,0.1462,1.4406,11.996,0.022875,0.016585,0.82681,0.99327,0.4359,0.049978905,0.02692,2567,1.8968,0.016585,1191.88191535017,6.9557,1.1454,0.013254,0.009655481,0.033415,0.4359,0.12892,0.047277,0.28011,4.0637,0.11761,0.0059558,43.203,8.4485,0.025141,0.013254,2.8402,0.63127,0.013343804,0.60678,0.24197,0.0047597,36.267,29.311,0.18072,1.2807,6.9088,-0.045124,-0.045429742,0.90675,0.33184,0.11836,0.83514,1.2094,1693.1,-0.0067785,0.022001,1.0068,0.53282863,52.475,12.453,43.496,2.993219624,5.3352,0.0181912604,-1183.83381123146,0.0220016058729066,6.79391244870041,1.86591050029308e-05,0,0
3993,-0.040605,0.41202,0.1961,1.4759,-0.60644,-0.042023,-0.083556,0.36507,0.97312,0.15042,-0.202795981,-0.016091,-4912.3,2.4271,-0.083556,-9893.24195052672,37.199,NA,-0.071342,-0.041726611,-0.084974,0.15042,0.029941,-0.36489,0.50039,4.563,0.21268,-0.043916,76.918,4.7453,-0.17315,-0.071342,1.9222,0.15042,-0.073312644,0.030973,-0.73616,-0.037497,114.21,77.015,-0.20941,1.0053,36.2,-0.12428,-0.127712923,1.4759,0.41202,0.21074,0.38383,0.38383,7169.6,-0.027623,-0.26995,1.0276,2.908921686,9.812,4.7394,79.043,2.361827096,4.855,-0.0985523955,9627.29594842264,-0.269944156362186,4.96236613972463,-0.000147550157432398,0,1
3994,0.065464,0.72642,-0.091426,0.81071,-45.041,-0.03001,0.086896,0.35403,1.054,0.25717,0.179905178,0.10436,1598.8,1.3766,0.086896,18473.6765259642,18.274,0.93793,0.093368,0.062110057,-0.017621,0.25717,0.19879,0.61929,-0.15027,5.1483,0.44966,0.054683,116.93,3.1214,0.12853,0.093368,1.642,0.50059,0.08858444,0.040671,0.1386,0.058756,85.431,67.157,0.82283,0.646,19.261,0.014424,0.013685009,0.53905,0.48301,0.32037,0.42269,0.82277,-12863,0.051234,0.25455,0.94877,1.010304468,19.973,5.4351,110.94,2.182149438,2.6118,0.0901177424,-19471.1450629263,0.25455535249057,-11.5284492376348,0.000137554879486988,0,0
3995,0.054612,0.70684,0.25338,1.3733,7.2194,-0.065519,0.092433,0.41475,2.2463,0.29316,0.136177203,0.050478,2275.4,1.4147,0.092433,5465.29928880613,34.338,1.2699,0.081098,0.02431198,0.1503,-0.010907,0.10691,14.395,3.7344,3.8686,0.28222,0.043657,129.43,2.8201,2.7081,0.3321,2.2463,0.29316,0.14784312,0.11343,0.23087,0.036103,138.95,104.62,0.25843,1.062,40.296,0.060143,0.026774251,1.3188,0.67877,0.3546,4.3206,4.3206,1872.4,0.14785,0.18629,0.95925,0.095749761,10.63,3.4889,110.29,3.309368416,33.106,0.0772595964,-12276.5884037138,0.186287351616865,8.86534059515352,0.0037624929525413,0,0
3996,0.14061,0.36345,0.23706,1.7479,35.599,0,0.17586,1.7514,1.6383,0.63655,0.554850923,0.12159,665.98,2.7514,0.17586,18080.3018665657,21.417,1.1637,0.18824,0.085826772,0.59795,0.63465,0.45105,11.405,0.53154,4.4218,0.21418,0.10735,79.866,4.5702,3.9854,0.18976,1.6383,0.68305,0.115827382,0.039645,0.057263,0.1149,120.63,99.214,1.4627,1.4446,24.223,0.16491,0.10065922,1.5243,0.31695,0.21881,1.4273,1.5315,6260.8,0.11583,0.22089,0.89293,0.073050035,17.042,3.6789,70.615,5.168954094,3.6733,0.386874354,-29620.7593470976,0.220893881077684,6.9109086307264,0.00478861751959126,0,0
3997,0.26631,1.4949,-0.65958,0.55877,-3838.6,-0.85971,0.26631,-0.33105,0.72389,-0.49488,0.178145695,0.60054,1255.1,0.66895,0.26631,21863.0035087273,377.18,1.0018,0,0.367887386,-0.31436,-0.59339,0.29081,NA,-4.0047,4.1968,2.0526,0.73578,1791.3,0.20376,0.20376,0.054484,0.72389,-0.49488,0.075265579,0.035786,0.29588,0,394.2,17.024,0.35601,0.058371,896.38,-0.16841,-0.232645844,0.55877,1.4949,4.9077,-3.0047,-3.0047,-10378,0.57922,-0.53813,0.55822,4.04e-05,0.96771,21.441,753.75,0.484239748,4.3951,0.1781480745,-15825.974885032,-0.538130455868089,-1.0975014403105,0.0015309144176112,0,0
3998,0.0098103,0.46791,0.34859,7.1842,72.76,0,0.0098103,1.1371,1.029,0.53209,0.174040236,0.050493,3287.1,2.1371,0.0098103,189.222384355178,55.142,0.82843,0.041087,0.009533819,0.19362,0.41606,0.11104,1.3078,0.58583,2.7484,0.2702,0.037979,20.837,17.517,2.1102,0.041617,1.029,0.94363,0.040444121,3.4057,0.18739,0.039929,75.549,20.406,0.063106,4.4263,57.467,-0.0010603,-0.001030418,0.86546,0.056368,0.057088,0.8942,1.5858,195.29,0.040442,0.018437,0.99047,0.773444342,6.6192,17.887,19.995,18.25503832,1.7293,0.02096559213,-194.657876204478,0.0184372944426695,2.95189190739838,0.0196826452090916,0,0
3999,0.066854,0.40553,0.2387,1.62,-6.8595,0.118,0.078593,1.4166,1.0275,0.57448,0.204137662,0.031148,1213.3,2.4659,0.078593,7353.06669763283,28.499,1.2575,0.086467,0.06506472,0.12974,0.57448,0.27188,0.22685,0.63432,4.3275,0.092569,0.020067,36.867,9.9004,0.21322,0.086467,3.9308,0.59502,0.084152798,0.12384,0.10266,0.022077,53.681,25.183,0.21862,0.82571,29.283,0.043066,0.041913382,1.538,0.385,0.10101,1.5267,1.5812,5074.3,0.026787,0.11637,0.97321,0.070533352,12.808,14.494,35.88,2.668831169,10.408,0.1648552786,-7555.24402724773,0.116373067817853,4.30456640134059,0.000100684031474458,0,0
4000,-0.06309,0.77657,-0.061768,0.88268,-357.34,-0.30131,-0.06309,0.28643,0.87215,0.22243,-0.119826784,-0.13338,-5847.6,1.2877,-0.06309,-10017.1347875201,19.275,1.7353,-0.051546,-0.072338474,-0.30131,0.22243,-0.062418,-1.237,-0.1154,4.8564,2.1065,-0.1736,461.19,0.79142,-0.066376,-0.051546,0.38928,0.4725,-0.059102219,0.62518,-0.69138,-0.14184,136.17,116.89,-3.2873,0.84623,16.811,-0.066163,-0.07586195,0.59845,0.52651,1.2635,0.41556,0.88274,-4437.5,-0.14659,-0.28363,1.1466,1.128714652,18.936,3.1225,528.8,1.656473761,0.67895,-0.081240993,8736.32777756868,-0.283639796790001,-14.1197707550835,-0.000299149006970549,0,0
4001,-0.015492,0.18989,0.36604,3.9868,-9739.8,0,-0.015492,4.2663,1.1187,0.81011,-0.126403394,0.017516,3536.9,5.2663,-0.015492,-758.857389916094,12.015,0.97897,-0.028785,-0.013848217,-0.010354,0.74802,0.1032,NA,0.71577,3.6804,-0.15299,-0.013847,39.018,9.6685,6.2401,-0.027734,1.1187,0.81011,-0.024791276,2.9584,1.0043,-0.02573,41.118,29.103,-0.42068,3.6863,11.343,-0.063873,-0.057095736,2.5731,0.12256,0.10343,1.5841,1.5841,1753.8,-0.024791,-0.019123,1.0592,0.08311217,30.38,12.541,39.985,9.127774151,2.1876,-0.0815855196,848.953357248334,-0.019123328930639,3.05622336356682,0.0105675286068297,0,0
4002,0.014322,0.29164,0.066831,1.3506,9.6681,0.15065,0.032442,2.4106,1.1445,0.70305,0.170209864,0.17728,994.32,3.4288,0.032442,4216.42961298769,27.97,1.0357,0.040466,0.012513761,0.21946,0.70305,0.30495,0.76688,0.089999,4.6562,0.44756,0.05372,131.84,2.7685,0.13875,0.040466,0.60441,0.8041,0.035356924,0.15608,0.083317,0.067007,137.61,109.64,0.30948,1.1078,32.011,-0.034151,-0.029839231,0.88267,0.1906,0.3612,0.94677,1.0829,3028.3,0.12624,0.020371,0.87376,0.151269469,13.05,3.3291,115.2,6.004721931,0.81326,0.0491072736,-4825.50079510441,0.0203712395988905,17.125286169592,0.000283759493506221,0,0
4003,0.0021522,0.10862,0.73238,7.7428,114.23,0.099411,0.0058052,7.8824,1.0023,0.85615,0.053445038,0.033006,669.71,9.2068,0.0058052,416.690680692553,35.022,0.87976,0.00053436,0.002147261,0.13585,0.85615,0.51138,0.0029862,4.606,4.0625,-0.070287,0.0032368,22.155,16.475,0.0049197,0.00053436,1.8116,0.85615,0.000533134,2.2477,0.066219,0.00029794,121.47,86.446,0.012506,6.1585,35.102,-0.052857,-0.052735708,7.7428,0.10862,0.060699,5.3844,5.3844,8456.5,0.0022807,0.0025137,0.99772,0.041149331,10.422,4.2223,22.105,9.227582397,11.279,0.01981487496,-417.615987344346,0.00251381183203878,1.3685518446708,6.33467119543991e-06,0,0
4004,0.00060841,0.46671,0.3338,1.7859,7.4598,0.010923,0.0043507,1.1399,1.001,0.53202,0.010242966,0.02319,2051,2.1427,0.0043507,268.708421751226,25.693,1.3183,0.024592,0.000607802,0.023963,0.53202,0.16994,0.068732,1.3825,3.9122,0.12284,0.0012148,43.33,8.4238,0.052692,0.024592,3.6108,0.57399,0.024567433,0.084578,0.14854,0.0068664,73.644,47.951,0.0024133,1.1923,25.718,-0.054113,-0.054058941,1.6253,0.42475,0.11871,2.2034,2.3772,2726.8,0.00098404,0.0011436,0.99902,0.081256344,14.206,7.6119,43.287,2.3566804,14.833,0.001303640107,-268.953916982977,0.00114358482763806,2.99880167765129,3.36288090663936e-05,0,0
4005,-0.16694,0.38399,-0.33377,0.13077,-108.66,-0.15107,-0.16694,1.6042,1.0494,0.61601,-0.434750905,-0.14742,-906,2.6042,-0.16694,-6350.72699311383,7.8821,0.82181,-0.14669,-0.15908138,-0.063532,-0.318,-0.40287,-4.7256,-0.35142,3.4276,0.35999,-0.15763,116.95,3.1211,3.1211,-0.14905,1.0494,0.61601,-0.142033543,0.020369,-0.095201,-0.13978,14.746,6.8634,-7.3664,0.071758,6.9018,-0.15892,-0.151438917,0.13077,0.38399,0.3204,0.64858,0.64858,-893.39,-0.14204,-0.271,1.1571,-9.36e-17,46.307,53.181,133.56,2.732883669,1.1049,-0.434745148,6664.29820402566,-0.271002094121849,-3.14408125355784,0.000358254955345484,0,0
4006,0.053085,0.22387,0.54226,5.0153,156.72,0.14906,0.073508,3.461,1.074,0.77481,0.54430211,0.11915,868.5,4.4668,0.073508,7142.97296160859,61.33,1.2214,0.075317,0.049427374,0.20008,0.77481,0.32904,1.0243,1.6805,4.3654,0.19408,0.093088,67.039,5.4446,0.33643,0.075317,0.8473,0.86363,0.070127561,1.2518,0.076753,0.09538,234.93,173.6,0.40009,4.0328,65.865,0.05474,0.050968343,3.0254,0.13505,0.18367,2.4011,2.6764,12577,0.068859,0.068513,0.93114,0.116338199,5.9514,2.1025,62.423,7.952610144,2.4471,0.237120078,-7671.42499366763,0.0685135710690363,1.98059971231513,0.0014074783768888,0,0
4007,0.13141,0.31697,0.18673,3.4081,84.85,0.54238,0.16236,2.1549,0.85038,0.68303,2.093860022,0.25172,540.47,3.1549,0.16236,8388.40939441996,14.351,1.2598,0.16829,0.154530916,0.44765,0.6738,0.57767,27.461,0.2538,3.7337,0.21833,0.195,40.312,9.0543,2.215,0.1483,0.85038,0.83996,0.174392624,1.6933,0.048028,0.1979,57.073,42.721,3.9301,2.9769,17.383,0.11659,0.137103413,0.83374,0.077541,0.11044,0.92837,1.1417,1011.5,0.17439,0.19239,0.8135,0.350539508,25.433,8.5437,33.282,10.96684335,1.1558,0.414585409,-7133.12152317325,0.192392720671127,4.55406201467359,0.00933731576208247,0,0
4008,-0.28551,1.2172,-0.9618,0.1472,-191.2,-0.11646,-0.28551,-0.17841,2.4618,-0.21715,-0.253156588,-0.11273,-1600.9,0.82159,-0.28551,-4014.09485760704,17.064,1.2478,0,-0.115976115,-0.22872,-0.40197,-0.228,0,-1.1533,2.4322,0.48528,-0.1802,201.63,1.8103,1.6774,0.30884,2.4618,-0.13776,0.125452921,0.022794,5.077,0,20.802,3.738,-2.4806,0.045149,20.576,-0.0079913,-0.003246121,0.13639,1.1278,0.55241,-0.26038,-0.16518,-260.21,0.17069,1.3148,0.74587,-0.411466728,21.39,97.645,167.21,2.182833836,2.9519,-0.2345721609,9881.621201743,1.31480543403178,-2.55957579538366,0.000403277686455104,0,0
