"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","Attr70","class"
-0.048359,0.47869,0.02697,1.0563,-109.49,-0.14065,-0.048359,1.0851,0.96973,0.51942,-0.101023627,0.03348,8304,2.0891,-0.048359,-0.076949,117.42,1.9838,-0.026507,-0.04986852,-0.14065,0.51942,0.043955,-0.40901,0.054557,5.0362,0.44629,-0.076949,269.6,1.3539,-0.055375,-0.026507,0.63133,0.51942,-0.027334413,0.41572,0.36691,-0.042178,178.1,60.677,-0.23919,0.63397,113.87,-0.095907,-0.098900725,1.0563,0.47869,0.73863,1.0507,1.0507,2931.6,-0.03121,-0.093103,1.0312,0.003638674,3.1084,6.0154,278.01,2.025799578,1.2713,-0.101026787,-0.093101921,35.9558769,-0.000247273004782587,0.10708631417,0,0
0.091364,0.72845,0.28096,1.9883,71.762,0.031307,0.10947,0.37277,1.7542,0.27155,0.385091638,0.21785,695.76,1.3728,0.10947,0.062406,2.6279,1.7033,0.13947,0.052083001,0.11111,0.12267,0.49974,4.4645,0.64623,2.858,0.29508,0.062406,64.098,5.6944,2.2222,0.13545,1.7542,0.71573,0.077214685,0.7416,0.058915,0.079507,73.744,71.116,7.2339,1.9439,2.8478,-0.1332,-0.075932049,0.77594,0.28427,0.17561,0.62458,1.6462,202.59,0.077214,0.33646,0.93778,1.635720862,138.89,5.1325,59.149,6.170893869,4.0349,0.125424499,0.336453692,6.243593394,0.00747802001648612,0.2726798648,0,0
-0.15237,1,0.0466,1.051,-1.5846,0.058691,-0.18263,0,10.544,0,-0.199800888,-0.014848,-2331.4,1,-0.18263,-0.017321,0,0.83847,-0.18263,-0.014450873,-0.11763,0,-0.1263,59.959,1.1844,1.6772,0.07134,-0.017321,31.106,11.736,10.727,-0.18158,10.544,0,-0.017221168,0.37359,-0.21291,-0.017321,21.433,21.433,-0.5459,1.051,0,-0.20871,-0.019794196,0.96066,0.91406,0.085207,0,0,2.216,-0.017221,-0.61693,1.0174,12.19604033,24.618,17.029,31.641,11.53534779,267.99,-0.15237,-4.195410197,226.2660944,0,0.026075312,0,1
-0.04418,0.78288,-0.053091,0.82126,-108.77,-0.053169,-0.049485,0.25779,0.97737,0.20182,-0.166599333,0.0001742,3050000,1.2773,-0.049485,-0.091915,66.287,2.9824,-0.018003,-0.045202943,-0.060074,0.20182,0.0068959,-0.32682,-0.070221,5.7207,1.2916,-0.091915,196.82,1.8545,-0.022996,-0.018003,0.55689,0.68766,-0.018419841,0.29672,0.81513,-0.033439,105.63,39.345,-0.45186,0.4921,64.787,-0.067581,-0.069145769,0.3116,0.29703,0.53924,0.26694,0.90954,-27909,-0.023158,-0.21891,1.0232,2.483153305,5.5064,9.2768,201.38,3.29047571,0.71207,-0.056431114,-0.218907938,-18.40933492,-9.39312491209941e-05,0.090005221404,0,0
0.15197,0.096323,0.59979,8.1534,97.134,0,0.18735,9.3817,2.0346,0.90368,2.234426992,0.11829,146.08,10.382,0.18735,0.092082,16.029,0.99756,0.17561,0.074692814,0.52964,0.79491,2.1314,2.3494,1.8959,2.6625,-0.19145,0.092082,16.398,22.259,19.376,0.16826,2.0346,0.90368,0.082699302,6.048,0.014025,0.086311,31.669,15.64,1.7009,7.0878,17.474,0.12228,0.060100265,7.0974,0.083847,0.044926,2.8565,2.8565,275.72,0.082697,0.16817,0.90903,0.013802452,22.772,23.337,15.042,24.26562668,6.4314,1.57775254,0.168167936,3.392187266,0.231913872531284,0.0533227968,0,0
0.32154,0.10103,0.76564,9.1481,199.67,0,0.32154,8.8982,1.5384,0.89897,3.421912414,0.21391,112.05,9.8982,0.32154,0.20901,20.482,0.66617,0.31306,0.20900936,1.139,0.89622,3.2574,17680,5.4533,3.7061,-0.024706,0.20902,27.946,13.061,12.148,0.31115,1.5384,0.90523,0.20225559,1.5092,0.010504,0.20349,170.3,149.82,3.7246,8.2294,25.675,0.30551,0.198589444,8.5085,0.093965,0.076563,6.403,6.4476,3891.5,0.20225,0.35768,0.79316,0.007858994,17.821,2.4363,22.294,16.37205342,10.958,3.182667228,0.357676007,2.00929941,0.248085751445829,0.00753815999999998,0,0
0.077064,0.17018,0.43776,13.984,-1704.5,0,0.077064,4.8762,4.1328,0.82982,2.285748183,0.0545,275.77,5.8762,0.077064,0.018647,8.9589,0.79403,0.078607,0.018646922,0.12474,0.099372,1.3235,46.777,0.82826,3.3663,-0.0093799,0.018669,2.9864,122.23,24.216,0.012123,4.1328,0.82982,0.002933362,6.239,0.025014,0.01902,23.062,14.103,0.75971,10.975,8.9844,-0.069566,-0.016832656,2.7705,0.033715,0.0081813,1.5701,1.5701,1017.5,0.0029334,0.092868,0.99756,0.164451327,40.742,25.881,2.9777,122.5804538,7.8194,0.452843477,0.092868333,9.440789474,0.225112984100265,0.1481732784,0,0
0.015054,0.79737,0.077624,1.1867,-95997,0,0.015054,0.25413,4.3802,0.20263,0.036204035,0.0066968,9921.8,1.2541,0.015054,0.0034369,5.1491,0.6462,0.051223,0.003436829,0.24438,0.015054,0.036788,0.6227,0.15324,3.4452,0.18204,0.0034369,35.059,10.411,5.4291,0.051223,4.3802,0.53964,0.011694215,0.53522,0.40577,0.011694,22.573,17.423,0.24363,1.0381,5.21,0.036944,0.008434318,0.61883,0.41581,0.096053,0.40001,1.0653,216.38,0.011694,0.074293,1.0071,1.88303805,70.886,20.949,34.649,10.53413819,8.6468,0.018879221,0.074293046,56.4284242,0.00407756154623699,0.01427901398,0,0
0.16548,0.86582,-0.3109,0.64074,-72.235,-0.038354,0.20525,0.15497,3.0526,0.13418,0.237173561,0.067238,1539.7,1.155,0.20525,0.067238,30.994,1.2772,0.22539,0.054209526,0.14567,0.12717,0.19112,11.023,-0.698,4.0762,0.27215,0.073311,119.36,3.2916,3.29,0.21239,3.0743,0.13418,0.069576754,0.04218,0.12805,0.073836,61.937,30.943,0.63839,0.3417,33.214,0.22539,0.073835419,0.64043,0.8654,0.3038,0.30124,0.30124,-3705,0.1331,1.2333,0.86352,0.003130124,11.777,11.796,103.48,3.52738618,6.8534,0.1911294,1.233268743,-9.818591187,0.00188356560400375,0,0,1
0.15145,0.34223,0.48098,2.4674,41.03,0,0.15145,1.922,2.9904,0.65777,0.462033619,0.12282,340.11,2.922,0.15145,0.050646,17.684,1.0198,0.17002,0.050645399,1.1713,0.22422,1.0732,8.8559,2.5152,3.238,0.099596,0.052328,42.576,8.573,8.2112,0.18026,2.9904,0.65777,0.060279561,0.25876,0.029566,0.056855,88.364,70.679,1.0453,2.0253,18.819,-0.045809,-0.015318686,2.3632,0.32779,0.11665,3.4396,3.4396,832.05,0.060279,0.23025,0.94941,0.021952962,20.64,5.1642,40.009,9.122914061,15.637,0.4425369,0.230247655,6.217306333,0.0197525814072408,0.2158291296,0,0
0.17498,0.491,0.37566,1.7655,41.049,0.35825,0.2176,1.0238,1.1213,0.5027,0.44339392,0.14147,643.56,2.0367,0.2176,0.11055,32.249,1.7383,0.22158,0.156051012,0.44875,0.5027,0.48036,1.2622,2.8125,5.1182,0.22178,0.11055,102.04,3.577,0.45129,0.22158,1.9946,0.50294,0.197609917,0.12829,0.05715,0.11257,148.99,116.74,1.0061,1.4111,36.161,0.16071,0.143324712,1.7646,0.49076,0.27956,3.7635,3.7653,49319,0.10818,0.34808,0.89182,0.013009747,11.318,3.1267,91.001,2.284823539,14.737,0.356381766,0.348080366,2.984879945,0.00124346723544838,0.034670596,0,0
0.072081,0.3342,0.34563,2.0721,14.093,0,0.090053,1.9922,1.9556,0.6658,0.27932072,0.062997,990.14,2.9922,0.090053,0.046048,50.464,1.2201,0.10374,0.036858765,0.21138,0.64302,0.31486,5.2129,1.0411,4.1928,0.083076,0.055908,64.065,5.6973,5.4961,0.11884,1.9556,0.67604,0.060769073,0.54707,0.081381,0.053048,91.762,41.298,0.26659,1.2334,53.729,0.070597,0.036099918,1.9989,0.3224,0.17552,2.0056,2.0364,5387.8,0.060767,0.10826,0.95457,0.01772304,7.2329,8.8382,60.172,6.065756824,5.891,0.215680768,0.108262241,5.658073663,0.0169869090851103,0.0331454644,0,0
-0.38014,3.5937,-2.717,0.24395,-473.94,0,-0.38014,-0.72174,1.9696,-2.5937,-0.105779559,-0.18189,-3661.4,0.27826,-0.38014,-0.19301,14.841,0.71673,-0.19114,-0.193003656,-0.59103,-0.38014,-0.099688,-0.96757,-22.03,0.27254,1.7994,-0.092708,607.52,0.6008,0.6008,-0.18954,1.9696,-2.5937,-0.096232738,0.018422,-0.70778,-0.097045,150.2,135.35,-4.7467,0.22166,13.539,-0.21303,-0.108159017,0.24395,3.5937,1.6644,-21.03,-21.03,-5.089,-0.096232,0.14656,1.1907,2.61e-16,24.593,2.6966,665.98,0.548070234,15.97,-0.105777756,0.146562825,-0.724917188,0.000185986824933477,0.021901952,0,0
0.048117,0.45881,-0.037181,0.89162,2339.7,0,0.060143,1.1795,2.957,0.54119,0.175313356,0.046242,1224.7,2.1795,0.060143,0.020339,7.8621,1.082,0.07214,0.016272235,0.039594,0.19756,0.27181,5.8712,-0.053565,4.1538,0.15385,0.023993,43.063,8.4782,6.3392,0.049231,2.957,0.6543,0.016648969,0.014197,0.10283,0.024396,37.156,29.294,0.75544,0.70596,7.9931,-0.0044545,-0.001506425,0.66668,0.34306,0.11795,0.77967,0.94263,-529.81,0.016649,0.088909,0.98777,0.213880523,46.425,12.46,42.346,8.619483472,4.26,0.104871002,0.088909625,-79.52986741,0.00532267725062939,0.076595171,0,0
-0.13293,0.88801,0.10995,1.1238,-45.007,-0.18024,-0.13293,0.12611,1.2106,0.11199,-0.14969426,-0.10552,-2537.3,1.1261,-0.13293,-0.1098,82.325,0.53128,-0.13191,-0.109805055,-0.77304,-0.31317,-0.14385,-129.28,53.875,2.0704,0.53802,-0.10896,243.68,1.4979,1.4979,-0.1195,1.2106,0.11199,-0.098711383,0.26938,-0.23359,-0.10896,228.76,146.44,-0.48683,0.81632,74.929,-0.1371,-0.113249628,1.1238,0.88801,0.66762,54.875,54.875,12.93,-0.098713,-1.187,1.1029,-1e-15,4.4336,2.4925,267.74,1.363272936,593.22,-0.149692473,-1.18698098,11.0104593,0.00346721315781694,0.00518136799999999,0,0
-0.58722,0.96188,-0.63041,0.3446,-135.78,-0.1911,-0.58722,0.039624,1.9986,0.038114,-0.610491953,-0.23428,-749.8,1.0396,-0.58722,-0.29381,17.21,0.57993,-0.52516,-0.293815671,-0.61479,-0.13612,-0.4868,-8.4252,-0.94299,2.4897,0.46877,-0.27692,141.12,2.5865,2.5865,-0.48924,1.9986,0.038114,-0.244791354,0.2015,-0.078938,-0.26276,25.139,7.9287,-6.2313,0.24663,13.826,-0.64414,-0.322295607,0.3446,0.96188,0.38663,0.057012,0.057012,-194.66,-0.24479,-15.407,1.2729,0.000157422,21.209,46.035,175.66,2.077805963,2.9896,-0.610473912,-15.40693708,-3.17031773,0.000981540479981345,0.118976658,0,0
0.0018332,0.060576,0.66427,14.094,202.6,0,0.0018332,15.508,0.95366,0.93942,0.036137121,0.055716,416.12,16.508,0.0018332,0.0019223,51.529,0.81712,-0.0051404,0.001922278,0.14331,0.91339,0.87715,-0.34542,2.3307,3.2835,-0.29155,0.0019763,19.353,18.86,15.794,-0.0030625,0.95366,0.93942,-0.003211312,7.0709,0.043743,-0.0053901,136.37,84.839,0.013616,11.441,51.364,-0.056442,-0.059184615,11.803,0.050729,0.053023,3.2962,3.2962,1275.8,-0.0032112,0.0019514,0.99814,0.010486257,7.0834,4.3023,19.416,18.79910899,3.3462,0.030262466,0.001951417,1.435651166,0.637444066336673,0.051300899942,0,0
0.022866,0.42059,0.26844,1.6382,5.9984,0,0.022866,1.3776,1.2783,0.57941,0.054366485,0.10971,1094.6,2.3776,0.022866,0.017887,66.605,1.1137,0,0.01788782,0.11452,0.083292,0.33347,0,0.86321,3.8954,0.32523,0.036624,222.98,1.6369,1.6369,0.030606,1.2783,0.57941,0.023942736,0.07248,0.11943,0,188.03,121.42,0.098023,1.0836,123.67,-0.11739,-0.091832903,1.6382,0.42059,0.61092,1.8632,1.8632,2109.6,0.46145,0.039464,0.54566,-1.25e-16,5.4801,3.006,120.09,3.039301933,4.1108,0.054366202,0.039464283,4.761957979,0.0106711272222469,0.1173773409,0,0
0.16394,0.62641,-0.19121,0.6358,-141.86,0.27875,0.20307,0.57983,1.2554,0.36321,0.3868,0.22792,926.48,1.5964,0.20307,0.18755,31.411,1.1995,0.21775,0.13058786,0.34763,0.36321,0.33149,2.5246,-0.28701,5.0476,0.53783,0.18755,222.17,1.6429,0.34762,0.21775,1.0873,0.46462,0.173450693,0.15681,0.078766,0.2011,84.77,53.359,1.7593,0.45831,39.432,0.17404,0.138633105,0.53287,0.525,0.60868,0.54519,0.69741,-21336,0.20342,0.45135,0.79658,0.307783376,11.62,6.8405,176.98,2.391238095,1.6253,0.261713816,0.451364225,-6.565556195,0.000702004097099986,0.050680498,0,0
0.093847,0.38884,0.3535,1.9091,66.011,0.42077,0.11722,1.5142,1.0849,0.58877,0.301460755,0.10784,942.4,2.5718,0.11722,0.083935,14.732,1.0625,0.11051,0.086502903,0.52306,0.58877,0.3272,0.85847,1.372,4.3117,0.17721,0.083935,110.25,3.3105,0.2842,0.11051,1.4126,0.58877,0.101861923,0.5364,0.088845,0.079129,139.5,124.77,1.6649,1.7642,15.983,0.077126,0.071090423,1.9091,0.38884,0.30207,2.2851,2.2851,7245.8,0.078256,0.1594,0.92174,0.038028432,24.776,2.9253,101.63,2.790093612,5.4202,0.241355715,0.15939501,3.069024045,0.0011548185597499,0.0259345345,0,0
0.34329,0.37927,-0.028342,0.90029,-143.96,0,0.34329,1.6366,3.8913,0.62073,1.207704485,0.11342,313.67,2.6366,0.34329,0.088221,6.5633,0.97598,0.34849,0.088219875,0.77385,0.27289,1.1637,51.812,-0.03809,3.7567,0.067948,0.088247,29.209,12.506,9.3732,0.33924,3.8913,0.62073,0.087179092,0.40735,0.028312,0.089557,13.143,6.5799,4.9061,0.65413,7.1842,0.25044,0.064358955,0.67475,0.28425,0.07996,0.83421,0.83421,-161.85,0.087179,0.55305,0.9153,0.153077828,55.612,55.472,26.663,13.68970976,5.2296,0.905118414,0.553042386,-137.298003,0.00649824363539655,0.0980568687,0,0
0.018873,0.062478,0.65404,11.468,81.945,0,0.018873,15.006,0.78921,0.93752,0.30207433,0.09967,289.91,16.006,0.018873,0.023913,226.89,1.1273,0.019927,0.023913787,-0.060483,-0.012387,1.259,3.6561,2.3071,3.4042,-0.062694,0.02416,29.567,12.345,12.345,0.017937,0.78921,0.93752,0.022727791,1.8159,0.026126,0.025249,278.91,52.017,0.03847,3.6161,232.17,-0.039861,-0.050507469,11.468,0.062478,0.081007,3.3071,3.3071,1659,0.022728,0.020131,0.97628,2.13e-06,1.6087,7.0169,28.895,12.6318064,2.784,0.302081238,0.020130771,1.206669317,0.502892207705584,0.05978818197,0,0
0.057866,0.019633,0.93177,48.459,3741.9,0,0.057866,49.934,0.19502,0.98037,2.947384506,0.29673,123.84,50.934,0.057866,0.29673,157.59,1.4668,0,0.296718285,-3.4548,0.96463,2.9474,1.7698,19.173,3.5019,-4.3039,0.66363,87.881,4.1533,4.1533,8.63e-05,0.19502,0.98037,0.000442334,43.751,0.12743,0,172.99,15.399,0.68724,44.17,376.9,0,0,48.459,0.019633,0.24077,20.173,20.173,2959.6,0.58187,0.059025,0.48777,-3.06e-06,2.3161,23.703,36.746,9.933275607,4.0128,2.947346844,0.059024654,0.209300578,6.76235081380843,0,0,0
0.44699,0.48352,0.38487,3.1828,72.21,0,0.55185,1.0682,1.9078,0.51648,3.12982078,0.29838,310.02,2.0682,0.55185,0.28926,23.245,2.1274,0.55228,0.234296048,0.59874,0.49504,0.96045,1289.3,0.87706,3.9698,0.20325,0.2894,48.373,7.5455,2.7515,0.5774,1.9078,0.82368,0.30265227,0.54309,0.028292,0.28948,89.045,65.8,3.6789,2.4937,33.333,0.53487,0.280359576,1.1606,0.17632,0.13253,1.177,1.8771,3590.2,0.30265,0.86544,0.7109,0.594795539,15.702,5.5471,33.733,10.82009982,4.3477,0.924464718,0.865454616,4.956998467,0.0180338949011435,0.0173991359999999,0,0
0.10399,0.032709,0.66195,27.26,78.29,0,0.12843,29.572,2.27,0.96729,5.094811171,0.082463,63.779,30.572,0.12843,0.056577,33.304,1.2278,0.12821,0.045810573,0.31214,0.37605,4.9757,59.28,2.116,4.2551,-0.17689,0.05659,4.2833,85.215,65.672,0.1219,2.27,0.96729,0.053700441,17.245,0.0058314,0.05648,40.591,7.2878,0.50207,19.043,35.193,0.069448,0.030593833,21.008,0.025208,0.011735,3.092,3.092,11910,0.053699,0.10751,0.94364,0.007755689,10.96,50.084,4.0533,90.05077753,7.2561,3.17918228,0.107506539,3.429262029,2.28321953398688,0.05876122,0,0
-0.10791,1.4239,-0.40498,0.70904,-206.74,-0.82554,-0.10791,-0.29771,1.344,-0.42391,-0.077527121,-0.072637,-5323.7,0.70229,-0.10791,-0.08029,100.99,1.0546,-0.048677,-0.080290179,-0.27366,-0.93264,-0.068561,-0.8051,-30.948,4.3349,1.0272,-0.037504,369.45,0.98794,0.96573,-0.03109,1.344,-0.42391,-0.02313244,0.036151,-1.2363,-0.036217,254.35,153.37,-0.2902,0.44189,98.702,-0.058963,-0.04387128,0.6931,1.3919,1.0122,-32.395,-32.395,-8756.7,-0.023132,0.25456,1.0802,-0.075511311,3.6144,2.3799,378,0.965586608,102.71,-0.075784114,0.254558751,-3.318682404,0.00136429730911081,0.010285632,0,0
0.083769,2.2565,-1.2565,0.44316,-1069.5,-2.3382,0.083769,-0.55683,0.52094,-1.2565,0.037123421,0.1608,9832,0.44316,0.083769,0.1608,50.764,0.90906,0.071334,0.160803547,-0.10231,-2.2544,0.037124,31223,0.0688,1.6999,3.1636,0.1608,1831.6,0.19928,0.19928,0.071255,0.52094,-1.2565,0.136781587,0.27278,1.0544,0.13693,269.39,218.62,1.1562,0.41106,58.808,0.071334,0.136933236,0.44316,2.2565,5.018,7.2775,NA,-62.953,0.13678,-0.06667,0.84304,2.58e-16,7.1901,1.6695,1581,0.230861954,1.2643,0.03712307,-0.066668524,-0.4145961,0.00053805057286012,0,0,0
0.067726,0.26211,0.2518,2.1327,4.9487,0.18281,0.083609,2.6791,1.098,0.7022,0.376108862,0.16395,525.19,3.8153,0.083609,0.075251,77.483,1.093,0.088355,0.061681239,0.2363,0.7022,0.63438,0.87313,0.47881,4.9119,0.11404,0.075251,80.182,4.5521,0.3371,0.088355,1.1476,0.742,0.080469035,0.62434,0.046104,0.079523,110.15,32.672,0.28714,1.0717,85.074,-0.010194,-0.009284153,1.8088,0.2223,0.21968,1.3352,1.4109,20559,0.089223,0.096448,0.91078,0.107519225,4.7107,11.172,73.028,4.939271255,2.1127,0.258395008,0.096448305,4.360603654,0.00194644484029511,0.097391502,0,0
-0.00022954,0.47194,0.047217,1.3764,-66.304,-0.033874,-0.0026152,1.1189,0.29777,0.52806,-0.020846552,-0.00097305,-595000,2.1189,-0.0026152,-0.0087827,29.898,1.189,0.014721,-0.000770863,0.1042,0.44419,0.0044412,0.74742,0.057072,5.4245,1.5849,-0.0087827,196.25,1.9159,0.50927,0.064455,0.29777,0.87455,0.216459012,0.52109,0.92286,0.049436,131.52,101.62,-0.0094107,1.182,37.042,0.012395,0.041626087,0.36587,0.12545,0.52196,0.63827,1.0571,1.3764,0.21646,0,0.86294,0.656156497,12.208,3.5917,153.77,2.373614986,0.35992,-0.000486372,-0.000434685,6.306415062,0.00775667096553716,0.0023254794805,0,0
0.037793,0.25148,-0.11081,0.14357,-120000,0.053314,0.037793,2.9759,0,0.74837,0.292108518,0.16749,2428.7,3.9765,0.037793,-59.896,26606,0,-0.00030139,18704.39882,0.053558,0.74837,0.15028,-9.0316,-0.1129,5.9933,4075.4,0.31186,142000,0.0025793,-0.0011985,-0.00030139,0.038774,0.87047,-149.1630397,0.14306,-27.432,-302,11333,NA,10337,0.14354,3.999,-0.00030139,-149.1630397,0.073861,0.12938,387.71,0.76253,0.88694,-109100,NA,0.050501,12.628,0.163355025,0,0,8638.4,1.56e-05,0,0.150283865,0.050500421,0,-0.00140783975473179,0.000320936000000021,0,0
0.0084816,0.49403,0.17122,1.491,-167.15,0,0.015088,1.0242,0.71293,0.50597,0.043270527,0.11314,2235.6,2.0242,0.015088,0.021163,238.87,0.96288,0.029734,0.01189682,0.062973,0.10802,0.1499,2.0299,0.35666,2.7619,0.68511,0.041709,179.58,2.0325,1.4345,0.0042148,0.71293,0.65131,0.005911941,0.025421,0.17279,0.041707,261.65,22.772,0.018178,0.15298,240.29,-0.035838,-0.05026861,1.0524,0.34869,0.49201,1.0539,1.3567,98.961,0.005912,0.016763,0.97988,0.287250232,1.528,16.028,178.52,2.044595486,1.485,0.017168455,0.016763049,4.16382432,0.00826800669661014,0.06557316261,0,0
0.12549,0.50744,0.43116,1.8497,74.897,0,0.12549,0.97067,2.0827,0.49256,0.247300173,0.060253,1475.9,1.9707,0.12549,0.060253,27.322,0.83599,0,0.060253517,0.80709,0.0036462,0.2473,0,7.0218,3.2927,0.098376,0.12051,144.94,2.5182,2.5182,0.0015463,2.0827,0.49256,0.00074245,0.61476,0.024858,0,109.82,82.499,0.80495,1.5424,44.53,0,0,1.8497,0.50744,0.3971,8.0218,8.0218,845.96,0.38645,0.25477,0.61658,-1.34e-16,13.359,4.4243,88.93,4.104327605,33.919,0.247303143,0.254770992,4.830457371,0.00998694494317477,0,0,0
0.036239,0.69626,0.0078066,1.0171,-57.013,0.036239,0.036239,0.40135,1.037,0.27944,0.07956222,0.068314,2681.3,1.4362,0.036239,0.026119,53.465,0.97426,0.044575,0.034945998,0.036239,0.27944,0.13613,1.0769,0.014545,5.5968,0.49522,0.026119,124.26,2.9373,0.06402,0.044575,1.4016,0.52022,0.042984571,0.035903,0.22199,0.032127,117.58,64.111,0.17831,0.57094,55.446,-0.013968,-0.013469624,0.66539,0.45548,0.34045,0.52066,0.96928,3084.8,0.035719,0.12968,0.96428,0.948611509,6.8269,5.6933,119.82,2.276719066,2.5851,0.052046452,0.129684369,132.836318,0.000133344933994521,0.043756215,0,1
0.044407,0.071797,0.61586,9.5778,74.288,0,0.056561,12.928,1.3447,0.9282,0.787790576,0.070148,277.82,13.928,0.056561,0.042063,94.633,0.55981,0.05477,0.033023723,0.51468,0.91599,1.1445,4.1723,1.9717,3.6121,-0.093582,0.042117,19.886,18.355,18.355,0.026884,1.3447,0.9282,0.019992563,2.7956,0.025862,0.040731,132.17,37.541,0.12737,4.7219,96.564,0.017004,0.0126452,9.5778,0.071797,0.054482,2.9717,2.9717,2520.8,0.019993,0.047841,0.95944,3.23e-06,3.857,9.7227,19.488,18.72919481,4.3051,0.618500696,0.04784206,2.183450784,0.36547394920421,0.0377658995,0,0
0.20509,0.014035,0.68064,49.496,243.51,0,0.20509,70.251,1.4642,0.98597,14.61275383,0.18021,19.415,71.251,0.20509,0.14007,5.963,4.8025,0,0.140069663,0.33806,0.43635,18.8,11.085,2.2292,3.135,-0.092918,0.31299,5.9843,60.992,60.992,0.018943,1.4642,0.98597,0.01293744,19.062,0.0079596,0,106.48,100.52,8.5738,47.792,10.199,-0.058776,-0.040142057,49.496,0.014035,0.016395,3.2292,3.2292,928.8,0.41535,0.208,0.58678,-5.07e-06,61.211,3.6312,3.4988,104.324902,4.7954,14.61286759,0.208008357,2.151210625,9.66162855195391,0.058772988,0,0
0.14961,0.71187,-0.064274,0.71121,-44.705,-0.16977,0.14981,0.34074,1.1378,0.24256,0.673121855,0.14497,1392,1.4047,0.14981,0.11634,19.68,1.5697,0.1623,0.131490596,-0.15139,0.24256,0.26193,1.4341,-0.076361,4.5257,0.53416,0.11634,71.782,5.0848,0.22799,0.1623,1.3222,0.73187,0.142643698,0.11826,0.11752,0.12604,37.408,17.729,2.1549,0.39927,22.392,0.12544,0.110247847,0.22235,0.22256,0.19666,0.28817,0.8695,-2156.5,0.12112,0.61678,0.87888,2.205145119,18.547,20.588,63.088,5.11232926,1.5298,0.210157167,0.616795844,-17.70233687,0.000392546167980859,0.032575214,0,0
0.15493,0.57898,-0.095395,0.82193,-92.18,0.29131,0.15493,0.72321,1.1581,0.41873,0.289199582,0.16492,965.42,1.7272,0.15493,0.11672,43.735,1.1091,0.18485,0.133779466,0.28695,0.41873,0.37807,1.6128,-0.17045,5.3155,0.43516,0.11672,170.61,2.1393,0.31926,0.18485,1.3394,0.46199,0.159614886,0.044855,0.076502,0.13926,114.48,70.742,0.97413,0.52506,50.651,0.12087,0.104369225,0.76051,0.53572,0.46743,0.74816,0.82546,-19726,0.13654,0.37,0.86346,0.108781315,8.3458,5.1596,147.32,2.161763608,2.3716,0.267595096,0.369999761,-12.14004927,0.000627306408851676,0.05582042,0,0
0.10688,0.56908,0.23007,1.4338,-693.74,0,0.10688,0.75722,3.7161,0.43092,0.201538694,0.043989,1270.7,1.7572,0.10688,0.028761,31.449,0.97581,0.12873,0.028761336,0.13364,0.2162,0.28725,4.9775,0.96018,3.8873,0.14478,0.034997,53.957,6.7647,6.3038,0.12873,3.7161,0.46578,0.034641156,0.0714,0.10236,0.03464,70.967,39.518,0.33381,0.83008,32.577,0.072137,0.019412018,1.3362,0.53032,0.14783,1.7984,1.9439,1774.8,0.03464,0.24803,0.97232,0.08994709,11.606,9.2363,52.088,7.007278624,15.509,0.187809536,0.248027476,16.15204068,0.0069026489460521,0.0565887708,0,0
0.046958,0.14596,0.4757,4.259,32.865,-0.20421,0.053819,5.327,0.9858,0.77755,0.368724308,0.072764,683.82,6.851,0.053819,0.050264,128.59,1.4166,0.05935,0.047634409,-0.20106,0.77755,0.48676,0.54643,1.2573,4.1741,0.072656,0.050264,49.051,7.4412,0.40661,0.05935,1.1786,0.77755,0.06020491,0.47743,0.057511,0.05543,188.16,59.571,0.12449,1.6747,126.76,0.035259,0.03576689,4.259,0.14596,0.13439,2.0552,2.0552,7102.5,-0.014401,0.060393,1.0144,0.098373095,2.8385,6.1271,49.758,6.75390518,2.8301,0.321709258,0.060392258,2.072314484,0.00436826617533392,0.0221805,0,0
1.2179,0.45559,0.53396,2.172,17.818,0,1.2179,1.195,3.729,0.54441,2.673236902,0.32817,135.88,2.195,1.2179,0.3266,39.829,0.9627,1.2473,0.326602306,4.4582,0.54222,2.6861,22.352,51.065,3.0581,0.0893,0.3266,67,5.4477,5.4477,1.2471,3.729,0.54441,0.334432824,0.27892,0.012119,0.33447,84.419,44.59,2.993,1.2789,59.842,1.2414,0.332904264,2.172,0.45559,0.18356,52.065,52.065,610.43,0.33444,2.2371,0.67571,0,9.1642,8.1856,44.593,8.184990891,356.63,2.6732905,2.237100715,6.983669189,0.0130615085766667,0.00585453000000006,0,0
